Country Code,Port Location,Port Name,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,lat_long,details
NOR,Gamle Fredrikstad,Port of Borg,59.186944,10.953056,NOGFR,Seaport,Medium,"[59.186944, 10.953056]","Port of Borg, Seaport - Medium"
NOR,Garten,Garten Ferjekai,63.645,9.521111,,Ferry,Very Small,"[63.645, 9.521111]","Garten Ferjekai, Ferry - Very Small"
NOR,Geisnes,Geisnes Fergekai,64.815833,11.625,,Ferry,Very Small,"[64.815833, 11.625]","Geisnes Fergekai, Ferry - Very Small"
NOR,Gjemnes,Hogset Terminalen AS,62.969167,7.7325,,"Pier, Jetty or Wharf",Very Small,"[62.969167, 7.7325]","Hogset Terminalen AS, Pier, Jetty or Wharf - Very Small"
NOR,Gjerdinga,Gjerdinga ferjekai,64.945,11.449167,,Ferry,Very Small,"[64.945, 11.449167]","Gjerdinga ferjekai, Ferry - Very Small"
NOR,Gjeroy,Gjeroy fergekai,66.614167,12.991389,,Ferry,Very Small,"[66.614167, 12.991389]","Gjeroy fergekai, Ferry - Very Small"
NOR,Glomfjord,Glomfjord Havn,66.808056,13.928611,,Seaport,Medium,"[66.808056, 13.928611]","Glomfjord Havn, Seaport - Medium"
NOR,Gutvik,Gutvik Fergekai,65.084444,11.829167,,Ferry,Very Small,"[65.084444, 11.829167]","Gutvik Fergekai, Ferry - Very Small"
NOR,Halsa,Halsa Ferjekai,63.068056,8.226667,,Ferry,Very Small,"[63.068056, 8.226667]","Halsa Ferjekai, Ferry - Very Small"
NOR,Halsa,Svartisen fergekai,66.723333,13.673889,,Ferry,Very Small,"[66.723333, 13.673889]","Svartisen fergekai, Ferry - Very Small"
NOR,Hanoy,Port of Hanoy,68.471111,15.185833,,Ferry,Very Small,"[68.471111, 15.185833]","Port of Hanoy, Ferry - Very Small"
NOR,Harstad,Port of Harstad,68.795,16.546944,NOHRD,Seaport,Medium,"[68.795, 16.546944]","Port of Harstad, Seaport - Medium"
NOR,Harstad,Stangnes Fergekai,68.776944,16.590556,,Ferry,Small,"[68.776944, 16.590556]","Stangnes Fergekai, Ferry - Small"
NOR,Haugesund,Port of Haugesund,59.412222,5.258889,NOHAU,Seaport,Medium,"[59.412222, 5.258889]","Port of Haugesund, Seaport - Medium"
NOR,Hennset,Hennset Fergekai,63.136389,8.436111,,Ferry,Very Small,"[63.136389, 8.436111]","Hennset Fergekai, Ferry - Very Small"
NOR,Heroy,Heroy fergekai,65.968611,12.286111,,Ferry,Very Small,"[65.968611, 12.286111]","Heroy fergekai, Ferry - Very Small"
NOR,Hestmona,Hestmona fergekai,66.559167,12.838611,,Ferry,Very Small,"[66.559167, 12.838611]","Hestmona fergekai, Ferry - Very Small"
NOR,Hestoya,Hestoya ferjekai,65.472222,12.197222,,Ferry,Very Small,"[65.472222, 12.197222]","Hestoya ferjekai, Ferry - Very Small"
NOR,Hildre,Hildre Fergekai,62.591944,6.281111,,Ferry,Very Small,"[62.591944, 6.281111]","Hildre Fergekai, Ferry - Very Small"
NOR,Hofles,Hofles Fergeleie,64.827222,11.6125,,Ferry,Very Small,"[64.827222, 11.6125]","Hofles Fergeleie, Ferry - Very Small"
NOR,Hokstad,Hokstad ferjekai,63.798056,11.167778,,Ferry,Very Small,"[63.798056, 11.167778]","Hokstad ferjekai, Ferry - Very Small"
NOR,Hollingsholmen,Hollingsholmen Fergekai,62.776944,6.973056,,Ferry,Very Small,"[62.776944, 6.973056]","Hollingsholmen Fergekai, Ferry - Very Small"
NOR,Holm,Holm ferjekai,65.182222,12.113333,,Ferry,Very Small,"[65.182222, 12.113333]","Holm ferjekai, Ferry - Very Small"
NOR,Horn,Horn ferjekai,65.583611,12.301944,,Ferry,Very Small,"[65.583611, 12.301944]","Horn ferjekai, Ferry - Very Small"
NOR,Horsdal,Horsdal Fergekai,67.091111,14.048611,,Ferry,Very Small,"[67.091111, 14.048611]","Horsdal Fergekai, Ferry - Very Small"
NOR,Hoyanger,Port of Hoyanger,61.215,6.07,NOHYR,"Pier, Jetty or Wharf",Small,"[61.215, 6.07]","Port of Hoyanger, Pier, Jetty or Wharf - Small"
NOR,Hundalvegen,Hundala ferjekai,65.925,12.96,,Ferry,Very Small,"[65.925, 12.96]","Hundala ferjekai, Ferry - Very Small"
NOR,Igeroy,Igeroy fergekai,65.677222,12.131111,,Ferry,Very Small,"[65.677222, 12.131111]","Igeroy fergekai, Ferry - Very Small"
NOR,Indre Kvaroy,Indre Kvaroy fergekai,66.487222,12.966111,,Ferry,Very Small,"[66.487222, 12.966111]","Indre Kvaroy fergekai, Ferry - Very Small"
NOR,Jektvik,Jektvik fergekai,66.624167,13.285278,,Ferry,Very Small,"[66.624167, 13.285278]","Jektvik fergekai, Ferry - Very Small"
NOR,Kaljord,Port of Kaljord,68.522222,15.28,,Ferry,Very Small,"[68.522222, 15.28]","Port of Kaljord, Ferry - Very Small"
NOR,Kanestraum,Kanestraum Ferry,63.053056,8.125556,,Ferry,Very Small,"[63.053056, 8.125556]","Kanestraum Ferry, Ferry - Very Small"
NOR,Kilboghavn,Kilboghavn fergekai,66.488889,13.2275,,Ferry,Very Small,"[66.488889, 13.2275]","Kilboghavn fergekai, Ferry - Very Small"
NOR,Kirkenes,Port of Kirkenes,69.728333,30.058889,NOKKN,Off-Shore Terminal,Small,"[69.728333, 30.058889]","Port of Kirkenes, Off-Shore Terminal - Small"
NOR,Kjerstad,Kjerstad Fergekai,62.616667,6.220833,,Ferry,Very Small,"[62.616667, 6.220833]","Kjerstad Fergekai, Ferry - Very Small"
NOR,Kjopstad,Kjopstad Havn,67.063611,14.2575,,"Pier, Jetty or Wharf",Very Small,"[67.063611, 14.2575]","Kjopstad Havn, Pier, Jetty or Wharf - Very Small"
NOR,Kjopsvik,Kjopsvik Fergekai,68.093056,16.358056,,Ferry,Very Small,"[68.093056, 16.358056]","Kjopsvik Fergekai, Ferry - Very Small"
NOR,Kjopsvik,Port of Kjopsvik,68.093333,16.374722,,Seaport,Small,"[68.093333, 16.374722]","Port of Kjopsvik, Seaport - Small"
NOR,Kristiansund,Port of Kristiansund,63.113333,7.755,NOKSU,Seaport,Large,"[63.113333, 7.755]","Port of Kristiansund, Seaport - Large"
NOR,Kvanne,Kvanne Fergekai,62.888333,8.531111,,Ferry,Very Small,"[62.888333, 8.531111]","Kvanne Fergekai, Ferry - Very Small"
NOR,Kvarsnes,Kvarsnes Havn,66.999444,14.1825,,"Pier, Jetty or Wharf",Very Small,"[66.999444, 14.1825]","Kvarsnes Havn, Pier, Jetty or Wharf - Very Small"
NOR,Lauvsnes,Port of Lauvsnes,64.498333,10.893333,,"Pier, Jetty or Wharf",Very Small,"[64.498333, 10.893333]","Port of Lauvsnes, Pier, Jetty or Wharf - Very Small"
NOR,Leirfjord,Levang fergekai,66.153056,13.078611,,Ferry,Very Small,"[66.153056, 13.078611]","Levang fergekai, Ferry - Very Small"
NOR,Leknes,Port of Leknes,68.1275,13.571667,,"Pier, Jetty or Wharf",Small,"[68.1275, 13.571667]","Port of Leknes, Pier, Jetty or Wharf - Small"
NOR,Leksa,Leksa Ferjekai,63.5875,9.398889,,Ferry,Very Small,"[63.5875, 9.398889]","Leksa Ferjekai, Ferry - Very Small"
NOR,Lensvik,Lensvik Hurtigbatkai,63.505,9.830556,,Ferry,Very Small,"[63.505, 9.830556]","Lensvik Hurtigbatkai, Ferry - Very Small"
NOR,Levanger,Levanger Ferjekai,63.749167,11.299167,,Ferry,Very Small,"[63.749167, 11.299167]","Levanger Ferjekai, Ferry - Very Small"
NOR,Lokta,Lokta ferjekai,66.141667,12.697222,,Ferry,Very Small,"[66.141667, 12.697222]","Lokta ferjekai, Ferry - Very Small"
NOR,Lonkanholman,Port of Lonkanholman,68.519167,15.254444,,Ferry,Very Small,"[68.519167, 15.254444]","Port of Lonkanholman, Ferry - Very Small"
NOR,Lovund,Lovund fergekai,66.368611,12.37,,Ferry,Very Small,"[66.368611, 12.37]","Lovund fergekai, Ferry - Very Small"
NOR,Lund,Lund Ferjekai,64.768333,11.623056,,Ferry,Very Small,"[64.768333, 11.623056]","Lund Ferjekai, Ferry - Very Small"
NOR,Lundenes,Bjornera Fergeleie,68.881944,16.503611,,Ferry,Very Small,"[68.881944, 16.503611]","Bjornera Fergeleie, Ferry - Very Small"
NOR,Melandsjo,Kvernhusvik Shipyards AS,63.637778,8.804722,,Seaport,Very Small,"[63.637778, 8.804722]","Kvernhusvik Shipyards AS, Seaport - Very Small"
NOR,Meloy,Meloy fergekai,66.831111,13.554722,,Ferry,Very Small,"[66.831111, 13.554722]","Meloy fergekai, Ferry - Very Small"
NOR,Mindlandet,Mindlandet fergekai,65.806944,12.494722,,Ferry,Very Small,"[65.806944, 12.494722]","Mindlandet fergekai, Ferry - Very Small"
NOR,Misten,Misten fergekai,67.4525,14.729444,,Ferry,Very Small,"[67.4525, 14.729444]","Misten fergekai, Ferry - Very Small"
NOR,Mo I Rana,Port of Mo I Rana,66.315,14.127778,NOMQN,"Pier, Jetty or Wharf",Small,"[66.315, 14.127778]","Port of Mo I Rana, Pier, Jetty or Wharf - Small"
NOR,Molde,Molde Ferjekai,62.736667,7.168056,,Ferry,Very Small,"[62.736667, 7.168056]","Molde Ferjekai, Ferry - Very Small"
NOR,Molde,Port of Molde,62.734167,7.170556,NOMOL,Seaport,Medium,"[62.734167, 7.170556]","Port of Molde, Seaport - Medium"
NOR,Mordalsvagen,Mordalsvagen Ferjekai,62.728611,6.986111,,Ferry,Very Small,"[62.728611, 6.986111]","Mordalsvagen Ferjekai, Ferry - Very Small"
NOR,Moskenes,Moskenes fergekai,67.899722,13.043611,,Ferry,Very Small,"[67.899722, 13.043611]","Moskenes fergekai, Ferry - Very Small"
NOR,Moss,Port of Moss,59.426944,10.651111,NOMSS,Seaport,Small,"[59.426944, 10.651111]","Port of Moss, Seaport - Small"
NOR,Myken,Myken Havn,66.760278,12.475,,"Pier, Jetty or Wharf",Very Small,"[66.760278, 12.475]","Myken Havn, Pier, Jetty or Wharf - Very Small"
NOR,Myklebost,Myklebost Fergekai,62.725833,6.458333,,Ferry,Very Small,"[62.725833, 6.458333]","Myklebost Fergekai, Ferry - Very Small"
NOR,Narvik,Narvik Havn KF,68.422778,17.4175,NONVK,Seaport,Medium,"[68.422778, 17.4175]","Narvik Havn KF, Seaport - Medium"
NOR,Nesna,Nesna fergekai,66.200556,13.011389,,Ferry,Very Small,"[66.200556, 13.011389]","Nesna fergekai, Ferry - Very Small"
NOR,Nordnesoy,Nesoya fergekai,66.594444,12.659167,,Ferry,Very Small,"[66.594444, 12.659167]","Nesoya fergekai, Ferry - Very Small"
NOR,Oldervika,Oldervika fergekai,66.506389,13.303333,,Ferry,Very Small,"[66.506389, 13.303333]","Oldervika fergekai, Ferry - Very Small"
NOR,Ona,Ona Ferjekai,62.863889,6.545,,Ferry,Very Small,"[62.863889, 6.545]","Ona Ferjekai, Ferry - Very Small"
NOR,Onoy,Onoy fergekai,66.392778,12.824444,,Ferry,Very Small,"[66.392778, 12.824444]","Onoy fergekai, Ferry - Very Small"
NOR,Orkanger,Port of Orkanger,63.316111,9.843333,NOORK,Seaport,Small,"[63.316111, 9.843333]","Port of Orkanger, Seaport - Small"
NOR,Ornes,Ornes fergekai,66.8675,13.703889,,Ferry,Very Small,"[66.8675, 13.703889]","Ornes fergekai, Ferry - Very Small"
NOR,Ornes,Ornes Havn,66.869167,13.698056,,Seaport,Small,"[66.869167, 13.698056]","Ornes Havn, Seaport - Small"
NOR,Orta,Orta Ferjekai,62.786389,6.653889,,Ferry,Very Small,"[62.786389, 6.653889]","Orta Ferjekai, Ferry - Very Small"
NOR,Oslo,Port of Oslo,59.897222,10.735278,NOOSL,Seaport,Medium,"[59.897222, 10.735278]","Port of Oslo, Seaport - Medium"
NOR,Ramstadlandet,Ramstadlandet Fergekai,64.957778,10.990833,,Ferry,Very Small,"[64.957778, 10.990833]","Ramstadlandet Fergekai, Ferry - Very Small"
NOR,Reinstad,Reinstad Havn,68.7725,15.848333,,"Pier, Jetty or Wharf",Very Small,"[68.7725, 15.848333]","Reinstad Havn, Pier, Jetty or Wharf - Very Small"
NOR,Revsnes,Revsnes Ferry Terminal,68.678333,16.0475,,Ferry,Very Small,"[68.678333, 16.0475]","Revsnes Ferry Terminal, Ferry - Very Small"
NOR,Rodoy,Rodoy fergekai,66.655556,13.074167,,Ferry,Very Small,"[66.655556, 13.074167]","Rodoy fergekai, Ferry - Very Small"
NOR,Rorvik,Rorvik Ferjeleie,63.509444,10.140278,,Ferry,Very Small,"[63.509444, 10.140278]","Rorvik Ferjeleie, Ferry - Very Small"
NOR,Rostlandet,Rostlandet fergekai,67.504722,12.071111,,Ferry,Very Small,"[67.504722, 12.071111]","Rostlandet fergekai, Ferry - Very Small"
NOR,Rostlandet,Rostlandet Havn,67.5075,12.081111,,Seaport,Small,"[67.5075, 12.081111]","Rostlandet Havn, Seaport - Small"
NOR,Rykkjem,Rykkjem Fergekai,62.878889,8.486667,,Ferry,Very Small,"[62.878889, 8.486667]","Rykkjem Fergekai, Ferry - Very Small"
NOR,Sandaa,Sandaa Havn,66.844167,13.745,,"Pier, Jetty or Wharf",Very Small,"[66.844167, 13.745]","Sandaa Havn, Pier, Jetty or Wharf - Very Small"
NOR,Sandnes,Port of Sandnes,58.859444,5.749722,NOSAS,Seaport,Medium,"[58.859444, 5.749722]","Port of Sandnes, Seaport - Medium"
NOR,Sandnessjoen,Sandnessjoen fergekai,66.023889,12.642222,,Ferry,Very Small,"[66.023889, 12.642222]","Sandnessjoen fergekai, Ferry - Very Small"
NOR,Sandoya,Sandoya Ferjekai,62.82,6.574722,,Ferry,Very Small,"[62.82, 6.574722]","Sandoya Ferjekai, Ferry - Very Small"
NOR,Sandsoy,Sandsoy Ferry,68.941667,16.6725,,Ferry,Very Small,"[68.941667, 16.6725]","Sandsoy Ferry, Ferry - Very Small"
NOR,Sandtorg,Sandtorg Havn,68.576944,16.525556,,"Pier, Jetty or Wharf",Small,"[68.576944, 16.525556]","Sandtorg Havn, Pier, Jetty or Wharf - Small"
NOR,Sandvika,Sandvika Ferjekai,63.233056,8.1325,,Ferry,Very Small,"[63.233056, 8.1325]","Sandvika Ferjekai, Ferry - Very Small"
NOR,Saura,Handnesoy fergekai,66.228611,12.918889,,Ferry,Very Small,"[66.228611, 12.918889]","Handnesoy fergekai, Ferry - Very Small"
NOR,Sauren,Sauren ferjekai,65.476944,12.134167,,Ferry,Very Small,"[65.476944, 12.134167]","Sauren ferjekai, Ferry - Very Small"
NOR,Seivika,Seivika Ferjekai,63.111667,7.87,,Ferry,Very Small,"[63.111667, 7.87]","Seivika Ferjekai, Ferry - Very Small"
NOR,Selsoy,Selsoy fergekai,66.579167,12.981111,,Ferry,Very Small,"[66.579167, 12.981111]","Selsoy fergekai, Ferry - Very Small"
NOR,Selsoyvika,Selsoyvik Havbruk AS,66.574444,12.978611,,"Pier, Jetty or Wharf",Very Small,"[66.574444, 12.978611]","Selsoyvik Havbruk AS, Pier, Jetty or Wharf - Very Small"
NOR,Selvaer,Selvaer fergekai,66.584167,12.2225,,Ferry,Very Small,"[66.584167, 12.2225]","Selvaer fergekai, Ferry - Very Small"
NOR,Sigerfjord,Port of Sigerfjord,68.642222,15.519444,,"Pier, Jetty or Wharf",Very Small,"[68.642222, 15.519444]","Port of Sigerfjord, Pier, Jetty or Wharf - Very Small"
NOR,Skarberget,Skarberget ferjekai,68.232222,16.234722,,Ferry,Very Small,"[68.232222, 16.234722]","Skarberget ferjekai, Ferry - Very Small"
NOR,Skei,Skei fergekai,65.0875,11.737778,,Ferry,Very Small,"[65.0875, 11.737778]","Skei fergekai, Ferry - Very Small"
NOR,Skjaestad,Port of Skjaestad,68.846389,16.2825,,"Pier, Jetty or Wharf",Very Small,"[68.846389, 16.2825]","Port of Skjaestad, Pier, Jetty or Wharf - Very Small"
NOR,Skrova,Skrova fergekai,68.166944,14.662778,,Ferry,Very Small,"[68.166944, 14.662778]","Skrova fergekai, Ferry - Very Small"
NOR,Skutvik,Skutvik fergekai,68.015,15.336111,,Ferry,Very Small,"[68.015, 15.336111]","Skutvik fergekai, Ferry - Very Small"
NOR,Sleneset,Sleneset Fergekai,66.360278,12.607778,,Ferry,Very Small,"[66.360278, 12.607778]","Sleneset Fergekai, Ferry - Very Small"
NOR,Slettvik,Vaernes Ferjekai,63.580833,9.509444,,Ferry,Very Small,"[63.580833, 9.509444]","Vaernes Ferjekai, Ferry - Very Small"
NOR,Smage,Smage Fergekai,62.806667,6.767222,,Ferry,Very Small,"[62.806667, 6.767222]","Smage Fergekai, Ferry - Very Small"
NOR,Smibelg,Smibelg kraftverk,66.461111,13.34,,"Pier, Jetty or Wharf",Small,"[66.461111, 13.34]","Smibelg kraftverk, Pier, Jetty or Wharf - Small"
NOR,Smines,Port of Smines,68.863889,14.978333,,"Pier, Jetty or Wharf",Very Small,"[68.863889, 14.978333]","Port of Smines, Pier, Jetty or Wharf - Very Small"
NOR,Sola,Port of Sola,58.928611,5.59,NOSLA,Seaport,Small,"[58.928611, 5.59]","Port of Sola, Seaport - Small"
NOR,Solfjellsjoen,Solfjellsjoen fergekai,66.108889,12.484722,,Ferry,Very Small,"[66.108889, 12.484722]","Solfjellsjoen fergekai, Ferry - Very Small"
NOR,Solholmen,Solholmen Fergekai,62.719167,6.937778,,Ferry,Very Small,"[62.719167, 6.937778]","Solholmen Fergekai, Ferry - Very Small"
NOR,Solsne,Solsnes Ferjekai,62.684722,7.464722,,Ferry,Very Small,"[62.684722, 7.464722]","Solsnes Ferjekai, Ferry - Very Small"
NOR,Sor Arnoy,Sor Arnoy fergekai,67.136667,13.978611,,Ferry,Very Small,"[67.136667, 13.978611]","Sor Arnoy fergekai, Ferry - Very Small"
NOR,Sorfjordmoen,Sorfjordmoen Havn,67.579722,15.886389,,"Pier, Jetty or Wharf",Very Small,"[67.579722, 15.886389]","Sorfjordmoen Havn, Pier, Jetty or Wharf - Very Small"
NOR,Sortland,Port of Sortland,68.697778,15.419722,NOSLX,Seaport,Medium,"[68.697778, 15.419722]","Port of Sortland, Seaport - Medium"
NOR,Sorvagen,Port of Sorvagen,68.920278,15.218333,,"Pier, Jetty or Wharf",Very Small,"[68.920278, 15.218333]","Port of Sorvagen, Pier, Jetty or Wharf - Very Small"
NOR,Sovik,Sovik ferjekai,65.926667,12.435,,Ferry,Very Small,"[65.926667, 12.435]","Sovik ferjekai, Ferry - Very Small"
NOR,Steinkjer,Port of Steinkjer,64.011389,11.480556,,Seaport,Small,"[64.011389, 11.480556]","Port of Steinkjer, Seaport - Small"
NOR,Steinshamn,Steinshamn Havn,62.785,6.474167,,Seaport,Small,"[62.785, 6.474167]","Steinshamn Havn, Seaport - Small"
NOR,Stokkasjoen,Stokkasjoen ferjekai,65.758611,12.556944,,Ferry,Very Small,"[65.758611, 12.556944]","Stokkasjoen ferjekai, Ferry - Very Small"
NOR,Stokkvagen,Stokkvagen fergekai,66.339167,13.0025,,Ferry,Very Small,"[66.339167, 13.0025]","Stokkvagen fergekai, Ferry - Very Small"
NOR,Stokmarknes,Port of Stokmarknes,68.568611,14.929444,NOSKN,Seaport,Medium,"[68.568611, 14.929444]","Port of Stokmarknes, Seaport - Medium"
NOR,Stora,Stora Havn,68.073889,16.3875,,"Pier, Jetty or Wharf",Very Small,"[68.073889, 16.3875]","Stora Havn, Pier, Jetty or Wharf - Very Small"
NOR,Storemolla,Storemolla Ferry,68.308056,14.936667,,Ferry,Very Small,"[68.308056, 14.936667]","Storemolla Ferry, Ferry - Very Small"
NOR,Storfosna,Storfosna Ferjekai,63.658611,9.436667,,Ferry,Very Small,"[63.658611, 9.436667]","Storfosna Ferjekai, Ferry - Very Small"
NOR,Stornes,Stornes Fergeleie,68.852222,16.490556,,Ferry,Very Small,"[68.852222, 16.490556]","Stornes Fergeleie, Ferry - Very Small"
NOR,Stott,Stott fergekai,66.926667,13.436389,,Ferry,Very Small,"[66.926667, 13.436389]","Stott fergekai, Ferry - Very Small"
NOR,Stovset,Stovset Havn,67.202778,14.9675,,"Pier, Jetty or Wharf",Very Small,"[67.202778, 14.9675]","Stovset Havn, Pier, Jetty or Wharf - Very Small"
NOR,Straumen,Straumen  Havn,67.359167,15.592778,,Seaport,Small,"[67.359167, 15.592778]","Straumen  Havn, Seaport - Small"
NOR,Sula,Sula Ferry Quay,63.849444,8.500556,,Ferry,Very Small,"[63.849444, 8.500556]","Sula Ferry Quay, Ferry - Very Small"
NOR,Sund,Sund Fergeleie,67.072778,14.064444,,Ferry,Very Small,"[67.072778, 14.064444]","Sund Fergeleie, Ferry - Very Small"
NOR,Sundsvoll,Sundsvoll Havn,69.020833,16.521944,,"Pier, Jetty or Wharf",Very Small,"[69.020833, 16.521944]","Sundsvoll Havn, Pier, Jetty or Wharf - Very Small"
NOR,Sunndalsora,Port of Sunndalsora,62.683333,8.549167,NOSUN,"Pier, Jetty or Wharf",Small,"[62.683333, 8.549167]","Port of Sunndalsora, Pier, Jetty or Wharf - Small"
NOR,Svartisen Gard,Svartisen Marina,66.709722,13.708611,,"Pier, Jetty or Wharf",Very Small,"[66.709722, 13.708611]","Svartisen Marina, Pier, Jetty or Wharf - Very Small"
NOR,Svolvaer,Port of Svolvaer,68.232778,14.568056,,Seaport,Medium,"[68.232778, 14.568056]","Port of Svolvaer, Seaport - Medium"
NOR,Svolvaer,Svolvaer fergekai,68.234444,14.551944,,Ferry,Very Small,"[68.234444, 14.551944]","Svolvaer fergekai, Ferry - Very Small"
NOR,Tinden i Oksnes,Port of Tinden i Oksnes,68.840833,14.755833,,"Pier, Jetty or Wharf",Very Small,"[68.840833, 14.755833]","Port of Tinden i Oksnes, Pier, Jetty or Wharf - Very Small"
NOR,Tjotta,Tjotta fergekai,65.821667,12.43,,Ferry,Very Small,"[65.821667, 12.43]","Tjotta fergekai, Ferry - Very Small"
NOR,Tomma,Tomma ferjekai,66.234444,12.856944,,Ferry,Very Small,"[66.234444, 12.856944]","Tomma ferjekai, Ferry - Very Small"
NOR,Tommervag,Tommervag Ferjekai,63.152778,7.954444,,Ferry,Very Small,"[63.152778, 7.954444]","Tommervag Ferjekai, Ferry - Very Small"
NOR,Tomrefjord,Tomrefjord Havn,62.583056,6.922222,,Seaport,Small,"[62.583056, 6.922222]","Tomrefjord Havn, Seaport - Small"
NOR,Traena,Traena fergekai,66.501667,12.102222,,Ferry,Very Small,"[66.501667, 12.102222]","Traena fergekai, Ferry - Very Small"
NOR,Tro,Tro Ferjekai,65.796667,12.527222,,Ferry,Very Small,"[65.796667, 12.527222]","Tro Ferjekai, Ferry - Very Small"
NOR,Tromso,Port of Tromso,69.655833,18.97,NOTOS,Seaport,Medium,"[69.655833, 18.97]","Port of Tromso, Seaport - Medium"
NOR,Trondheim,Port of Trondheim,63.441667,10.4125,NOTRD,Seaport,Medium,"[63.441667, 10.4125]","Port of Trondheim, Seaport - Medium"
NOR,Trondheim,Trondheim Hurtigbatterminal,63.437778,10.396667,,Ferry,Very Small,"[63.437778, 10.396667]","Trondheim Hurtigbatterminal, Ferry - Very Small"
NOR,Vaeroy,Vaeroy fergekai,67.6525,12.710833,,Ferry,Very Small,"[67.6525, 12.710833]","Vaeroy fergekai, Ferry - Very Small"
NOR,Vagsodden,Vagsodden ferjekai,65.721389,12.450833,,Ferry,Very Small,"[65.721389, 12.450833]","Vagsodden ferjekai, Ferry - Very Small"
NOR,Valset,Fergeleiet Valset,63.638889,9.687778,,Ferry,Very Small,"[63.638889, 9.687778]","Fergeleiet Valset, Ferry - Very Small"
NOR,Vandve,Vandve fergekai,66.163611,12.348889,,Ferry,Very Small,"[66.163611, 12.348889]","Vandve fergekai, Ferry - Very Small"
NOR,Vassdalsvik,Vassdalsvik Fergekai,66.806389,13.588611,,Ferry,Very Small,"[66.806389, 13.588611]","Vassdalsvik Fergekai, Ferry - Very Small"
NOR,Vennesund,Vennesund fergekai,65.215833,12.040833,,Ferry,Very Small,"[65.215833, 12.040833]","Vennesund fergekai, Ferry - Very Small"
NOR,Verdal,Trondheim Havn Verdal,63.785278,11.435833,NOVER,Seaport,Small,"[63.785278, 11.435833]","Trondheim Havn Verdal, Seaport - Small"
NOR,Vesteralen,Toftenes Sjohuscamping,68.870556,15.292222,,"Pier, Jetty or Wharf",Very Small,"[68.870556, 15.292222]","Toftenes Sjohuscamping, Pier, Jetty or Wharf - Very Small"
NOR,Vestnes,Vestnes Fergekai,62.651667,7.085,,Ferry,Very Small,"[62.651667, 7.085]","Vestnes Fergekai, Ferry - Very Small"
NOR,Vikdalen,Vikdalen ferjekai,65.8875,13.095833,,Ferry,Very Small,"[65.8875, 13.095833]","Vikdalen ferjekai, Ferry - Very Small"
NOR,Vikholmen,Vikholmen fergekai,66.203889,12.966944,,Ferry,Very Small,"[66.203889, 12.966944]","Vikholmen fergekai, Ferry - Very Small"
NOR,Ylvingen,Ylvingen ferjekai,65.644444,12.173889,,Ferry,Very Small,"[65.644444, 12.173889]","Ylvingen ferjekai, Ferry - Very Small"
OMN,Mina al Fahal,Port of Mina al Fahal,23.6575,58.500833,OMMFH,Off-Shore Terminal,Very Small,"[23.6575, 58.500833]","Port of Mina al Fahal, Off-Shore Terminal - Very Small"
OMN,Muscat,Port of Muscat,23.606667,58.414167,OMMCT,Off-Shore Terminal,Small,"[23.606667, 58.414167]","Port of Muscat, Off-Shore Terminal - Small"
OMN,Muscat,Port Sultan Qaboos,23.624167,58.569167,OMMCT,Seaport,Medium,"[23.624167, 58.569167]","Port Sultan Qaboos, Seaport - Medium"
OMN,Qalhat,Port of Qalhat,22.656667,59.422778,OMQAL,"Pier, Jetty or Wharf",Small,"[22.656667, 59.422778]","Port of Qalhat, Pier, Jetty or Wharf - Small"
OMN,Salalah,Port of Salalah,16.941667,54.005,OMSLL,Seaport,Medium,"[16.941667, 54.005]","Port of Salalah, Seaport - Medium"
OMN,Sohar,Port of Sohar,24.378333,56.740556,OMSOH,Seaport,Small,"[24.378333, 56.740556]","Port of Sohar, Seaport - Small"
PAK,Gwadar,Port of Gwadar,25.112222,62.338889,PKGWD,Deepwater Seaport,Small,"[25.112222, 62.338889]","Port of Gwadar, Deepwater Seaport - Small"
PAK,Karachi,Hutchison Ports Pakistan,24.803889,66.983889,,Seaport,Medium,"[24.803889, 66.983889]","Hutchison Ports Pakistan, Seaport - Medium"
PAK,Karachi,Port of Karachi,24.835,66.977778,PKKHI,Seaport,Large,"[24.835, 66.977778]","Port of Karachi, Seaport - Large"
PAK,Muhammad Bin Qasim,Port Muhammad Bin Qasim,24.773056,67.335833,,Port Terminal,Medium,"[24.773056, 67.335833]","Port Muhammad Bin Qasim, Port Terminal - Medium"
PAK,Ormara,Jinnah Naval Base,25.201944,64.6725,,Seaport,Small,"[25.201944, 64.6725]","Jinnah Naval Base, Seaport - Small"
PAN,Almirante,Port of Almirante,9.291111,-82.393056,PAPAM,"Pier, Jetty or Wharf",Small,"[9.291111, -82.393056]","Port of Almirante, Pier, Jetty or Wharf - Small"
PAN,Balboa,Port of Balboa,8.955556,-79.57,PABLB,Seaport,Medium,"[8.955556, -79.57]","Port of Balboa, Seaport - Medium"
PAN,Bocas del Toro,El  Puerto de Bocas del Toro,9.34,-82.24,PABOC,"Pier, Jetty or Wharf",Small,"[9.34, -82.24]","El  Puerto de Bocas del Toro, Pier, Jetty or Wharf - Small"
PAN,Charco Azul,Port of Charco Azul,8.208611,-82.874722,PACHA,"Pier, Jetty or Wharf",Very Small,"[8.208611, -82.874722]","Port of Charco Azul, Pier, Jetty or Wharf - Very Small"
